

[LC Chromatogram(Detector A-Ch1)]
Interval(msec)	500
# of Points	1201
Start Time(min)	0.000
End Time(min)	10.000
Intensity Units	mV
Intensity Multiplier	0.001
Wavelength(nm)	260nm
R.Time (min)	Intensity
0.00000	-12
0.00833	-12
0.01667	-6
0.02500	1
0.03333	2
0.04167	2
0.05000	2
0.05833	1
0.06667	1
0.07500	2
0.08333	3
0.09167	3
0.10000	3
0.10833	3
0.11667	2
0.12500	2
0.13333	1
0.14167	0
0.15000	0
0.15833	-1
0.16667	-1
0.17500	0
0.18333	0
0.19167	0
0.20000	0
0.20833	-0
0.21667	-0
0.22500	-1
0.23333	-2
0.24167	-3
0.25000	-3
0.25833	-4
0.26667	-4
0.27500	-4
0.28333	-5
0.29167	-5
0.30000	-6
0.30833	-6
0.31667	-6
0.32500	-6
0.33333	-7
0.34167	-7
0.35000	-6
0.35833	-6
0.36667	-6
0.37500	-5
0.38333	-4
0.39167	-5
0.40000	-5
0.40833	-5
0.41667	-5
0.42500	-6
0.43333	-5
0.44167	-4
0.45000	-4
0.45833	-4
0.46667	-5
0.47500	-5
0.48333	-5
0.49167	-5
0.50000	-5
0.50833	-6
0.51667	-6
0.52500	-7
0.53333	-8
0.54167	-8
0.55000	-9
0.55833	-9
0.56667	-9
0.57500	-9
0.58333	-9
0.59167	-8
0.60000	-8
0.60833	-8
0.61667	-8
0.62500	-8
0.63333	-9
0.64167	-9
0.65000	-10
0.65833	-10
0.66667	-10
0.67500	-11
0.68333	-11
0.69167	-11
0.70000	-10
0.70833	-10
0.71667	-10
0.72500	-10
0.73333	-11
0.74167	-11
0.75000	-11
0.75833	-11
0.76667	-12
0.77500	-12
0.78333	-12
0.79167	-12
0.80000	-12
0.80833	-11
0.81667	-11
0.82500	-11
0.83333	-11
0.84167	-11
0.85000	-10
0.85833	-11
0.86667	-10
0.87500	-10
0.88333	-10
0.89167	-10
0.90000	-11
0.90833	-11
0.91667	-10
0.92500	-9
0.93333	-9
0.94167	-8
0.95000	-7
0.95833	-7
0.96667	-5
0.97500	-3
0.98333	-1
0.99167	2
1.00000	7
1.00833	11
1.01667	18
1.02500	27
1.03333	39
1.04167	53
1.05000	71
1.05833	92
1.06667	119
1.07500	151
1.08333	190
1.09167	239
1.10000	299
1.10833	371
1.11667	458
1.12500	562
1.13333	684
1.14167	825
1.15000	987
1.15833	1170
1.16667	1376
1.17500	1606
1.18333	1858
